country_code,year,debt_to_gdp,current_account_pct_gdp,reserves_months_imports,gdp_growth,inflation,currency_depreciation_pct,political_stability,government_effectiveness,rule_of_law,regulatory_quality,control_of_corruption,bank_npl_pct_loans,exports_pct_gdp,external_debt_pct_gni,external_debt_service_pct_exports,fdi_net_inflows_pct_gdp,fiscal_balance_pct_gdp,food_imports_pct_merch_imports,fuel_exports_pct_merch_exports,imports_pct_gdp,interest_payments_pct_revenue,private_credit_pct_gdp,remittances_pct_gdp,unemployment_rate,sovereign_default,imf_program_entry
NPL,2011,,1.33775079697372,6.74453820987915,3.42180870116162,9.2270754612596,1.0341476774341207,63.57870838981194,62.2988895869922,54.08409132274527,59.03656792291954,70.48385328446179,,7.80613567968357,17.6500654511006,9.17595198152475,0.435814930594323,-0.877136867446518,14.1795192731593,5.17830048737702e-06,28.4906232102531,4.95005484335555,46.4246531230953,19.5463008559418,10.627,0,0
OMN,2011,,11.4435714770699,5.05999040118844,2.89460973541192,4.0421886711639,0.0,18.946550640095925,36.75614949939104,19.803279882820643,13.485267744790953,42.16584716794193,,63.9174704172791,,,2.10218875218974,,11.0805819428178,74.3678691335376,37.7242615226627,,36.1030456409534,0.0503392867929847,3.95,0,0
PAK,2011,,-0.957124213324854,4.15696352930241,2.68011685421705,11.9160927116277,1.3493549850849331,92.57301073613029,63.15529199047944,62.412496548388944,57.59988274120532,84.31018669507043,,13.4825548617217,28.567490409755,9.36170568883794,0.575055145839944,,11.9497095308939,5.21587114782379,18.8800834134221,,16.7900431014259,5.31817590756805,0.796,0,0
PSE,2011,,-18.500705760576,1.02737618447542,9.60080848913594,2.8772435849594,,72.30141993977949,52.25773243216602,49.69278066653034,37.37233438409573,57.46170578422183,2.76420847054838,16.0860353474401,,,2.13515604683715,,22.060709088787,0.0865829589723565,51.1634975550013,,22.9577173636924,10.2065334289725,17.597,0,0
QAT,2011,,31.0675107947676,3.19016206908009,13.0214050496923,1.13836623529202,0.0,0.0,9.758485076130848,7.643116097701458,10.250503491284093,0.0,,72.619706501698,,,0.559389030984015,,,92.9962018469401,26.1019286002011,,39.7530248795648,0.341901614862895,0.56,0,0
SAU,2011,,23.8816335912652,32.6137729985206,11.758820686671,5.8262163739404,0.0,39.04720817404236,38.85456658991102,32.07257813047193,23.674056700656347,48.494541600446574,2.22411986474196,55.2733461365779,,,0.688133631504519,11.3940257271561,15.3273661347058,88.7250786188123,29.0860881073216,0.702978890946999,33.6286944686693,0.035808339973939,5.77,0,0
SDN,2011,,-4.82188496528231,0.155870348159297,-3.21353209253371,18.0966171221351,15.638272233731607,83.62359331376314,77.58567307161195,70.98939024660055,73.94086078941815,93.04662737752658,,12.4787060282521,41.8849817755024,4.87186411161,3.15234852962884,,17.9778411692108,82.485132408608,15.0336329952659,,9.29192166764101,1.49807774183835,17.44,0,0
SOM,2011,,,,6.69435192567755,,-4.16642529432213,100.0,100.0,100.0,100.0,100.0,,,102.033543095271,,3.50997923598382,,,,,,,,18.761,0,0
SSD,2011,,,,-4.64031673600859,46.8521757193597,,63.35529657806008,85.01128944108432,68.37137327231527,81.70364499929329,84.56710129668528,,66.0761203752424,,,,,,,27.1507393796766,,0.497601393833536,,12.585,0,0
SYR,2011,,,,2.8502205980333,4.7531638888563,330.61618411284365,78.50822632606935,59.173408674506135,57.256651814706906,59.942064758636526,80.26964137822584,,19.3693262797983,7.90836038522254,,1.19065647696386,,,,31.3267640239015,,20.7425231347911,,8.626,0,0
