country_code,year,access_to_electricity_pct,agriculture_pct_gdp,external_debt_private_nonguaranteed_usd,external_debt_public_publicly_guaranteed_usd,external_debt_stock_total_usd,gdp_per_capita_usd,gni_per_capita_atlas_usd,industry_pct_gdp,internet_users_pct,life_expectancy_years,manufacturing_pct_gdp,population,services_pct_gdp,urban_population_pct
DZA,2019,99.5,11.4791798857164,172950000.0,1398178227.5,5492379098.5,4468.45341883656,4480.0,33.5743211841578,55.79069901,75.682,6.40396994400067,43294546.0,50.4800694011749,72.4824561380175
DZA,2020,99.7,12.8341693887186,232220000.0,1436411495.2,5177879567.2,3743.5419522929,4020.0,30.0235803787213,63.47269821,73.257,6.28239503315548,44042091.0,52.8041887035021,73.0541126293395
DZA,2021,99.8,11.2354345605089,235700000.0,1240364502.3,7378780279.1,4160.55926736925,4120.0,36.3214812457704,72.21240234,75.208,8.18955643268695,44761099.0,48.4879581553143,73.6199218261573
DZA,2022,100.0,10.6470638553472,234840000.0,1055683570.3,7129258689.2,4960.30334332888,4430.0,43.0521306240802,74.78150177,76.129,10.2173706724576,45477389.0,42.7463000437695,74.1795862354514
DZA,2023,100.0,13.3692450434856,281800000.0,992764612.9,7315267064.9,5370.477235078,4950.0,37.5476547378243,76.19760132,76.261,9.12018358899041,46164219.0,45.5476795606292,74.732808364138
DZA,2024,100.0,13.9597061505767,278340000.0,851551211.0,6898271361.0,5752.99076651465,5370.0,36.1956789537864,77.4178009,76.475,9.45462250569716,46814308.0,46.7949847002474,75.2792907190618
DZA,2025,,14.5120041000651,,,,6051.00322704182,5850.0,34.7988339380982,,,,47435312.0,45.6814597798915,75.8187358069877
EGY,2010,99.4,13.3407591579645,53750000.0,32217518388.3,36803931990.1,2455.08194645282,2200.0,35.7845184816841,21.6,69.078,16.102270843693,89196072.0,46.2327200397812,42.9057175520154
EGY,2011,99.4,13.8691050980964,16250000.0,30787534306.7,35208762810.6,2590.64384891965,2380.0,35.9517175990081,25.6,69.232,15.7671942236161,91093059.0,45.7160236306615,42.8634168470177
EGY,2012,99.7,11.2727652713919,20000000.0,32003684136.0,40061753451.8,2996.0677072015,2630.0,39.2513148623634,26.4,69.464,16.1654744133278,93161001.0,51.771621185884,42.8118514138525
EGY,2013,99.9,11.2743496022361,12288000.0,42322833213.8,46534987114.9,3025.52563552448,2810.0,39.8869544184046,29.4,69.632,16.608374543109,95333553.0,52.3007390883681,42.7514277188751
EGY,2014,99.8,11.3377089201878,21356000.0,37128907198.0,41772774970.9,3133.39102265541,3000.0,39.890323943662,33.8946039115275,69.911,16.7744460093897,97528654.0,52.320985915493,42.6825522284408
EGY,2015,99.3,11.3940627685257,22500000.0,44182236526.4,49873938935.6,3306.98159414141,3100.0,36.6302017267482,37.8193834276939,70.135,16.6974467040386,99597342.0,53.1705429845738,42.6056314089048
EGY,2016,100.0,11.769316084742,156619000.0,53230429714.3,69188517055.2,3270.6287768197,3200.0,32.4559533476046,41.2480670885772,70.437,16.8413264929505,101644589.0,54.4832841219458,42.5210717266225
EGY,2017,100.0,10.9863806449848,406499000.0,65651311662.0,84587108845.3,2395.10333299491,2880.0,34.3958677753768,44.9502042452857,70.709,16.59352061052,103696057.0,53.1699504909872,42.4486008687179
EGY,2018,100.0,10.8302490249025,445685000.0,79450202997.9,99457163486.3,2484.70315630508,2710.0,35.3298750589345,46.92433676792,70.974,16.3508895889589,105682094.0,51.6422459388796,42.4577177449969
EGY,2019,100.0,10.6971354538956,360238000.0,90135893318.8,114910260649.9,2962.98892023003,2640.0,35.8254244102931,57.2828663990195,71.213,15.9882989635454,107553158.0,50.7617519656898,42.4812027332648
EGY,2020,100.0,11.1668239443487,402342000.0,99815529975.7,132538717154.0,3511.11381026379,2960.0,32.3694442999707,71.91420096,69.79,16.3804560673536,109315124.0,52.0271088645451,42.5181534630674
EGY,2021,100.0,11.4369326589725,783587000.0,108691541278.1,145998330659.9,3827.35415374308,3470.0,31.1876357851451,72.05599976,68.976,15.4852838768741,110957008.0,52.4773050081794,42.5686062621468
EGY,2022,100.0,10.9457535224737,898953000.0,110213077288.6,163111452414.1,4233.30783744856,4040.0,32.7114314313038,72.19806556,71.01,15.9705322282435,112618250.0,51.4288499840612,42.6325129008032
EGY,2023,100.0,10.6003111645036,1879416000.0,117500425397.4,168182236339.6,3456.78965212363,3840.0,32.7344752545444,74.01190186,71.633,15.0639098410698,114535772.0,51.6487720818481,42.7098115041919
EGY,2024,100.0,13.7121128792805,2932893000.0,106926880074.6,155972716013.2,3338.47371043679,3510.0,32.5624789967949,74.64839935,71.806,13.8934615296088,116538258.0,48.932455490468,42.8004363938404
EGY,2025,,16.551922508574,,,,3085.80712036204,3260.0,32.0573402366538,,,14.4989288825664,118365995.0,47.3136363185232,42.9043204925248
ERI,2010,40.1,,,998425572.6,1037322233.9,539.699512069686,550.0,,0.610000014,63.665,,2945186.0,,35.6346549987793
ERI,2011,41.2,,,1010014612.5,1051012567.3,688.68165957684,650.0,,0.699999988,64.231,,2998485.0,,35.6706275939941
ERI,2012,42.3,,,949645127.1,990963322.4,,,,0.800000012,64.697,,3036988.0,,35.6824264526367
ERI,2013,43.5,,,893794569.0,942827437.0,,,,0.899999976,65.005,,3074360.0,,35.6713333129883
ERI,2014,44.6,,,829657547.6,907610925.5,,,,0.99000001,65.517,,3095173.0,,35.639720916748
ERI,2015,45.8,,,784572705.8,875473801.3,,,,1.083699942,65.909,,3105546.0,,35.591007232666
ERI,2016,46.9,,,753782109.0,800798598.7,,,,1.177099943,66.242,,3124698.0,,35.5254287719727
ERI,2017,48.0,,,776901390.2,825670657.9,,,,2.496099949,66.612,,3150347.0,,35.4427146911621
ERI,2018,49.1,,,742346760.8,797462901.6,,,,5.293000221,66.979,,3192760.0,,35.3451042175293
ERI,2019,50.3,,,725648736.7,779332773.6,,,,11.22379971,67.306,,3240194.0,,35.2352333068848
ERI,2020,51.4,,,739469216.7,798652429.3,,,,14.34939957,66.98,,3291271.0,,35.116138458252
ERI,2021,52.5,,,690679138.6,772098727.5,,,,,66.94,,3350183.0,,34.9871139526367
ERI,2022,55.4,,,646263040.9,727107699.5,,,,,67.789,,3409447.0,,34.8469276428223
ERI,2023,54.4,,,641297476.2,725945139.1,,,,,68.624,,3470390.0,,34.696403503418
ERI,2024,55.3,,,607189471.2,693278616.9,,,,,68.893,,3535603.0,,34.5365524291992
ERI,2025,,,,,,,,,,,,3607003.0,,34.5404504255216
ETH,2010,25.5,41.4468200699758,,6500051699.6,7287411658.5,330.619412798644,370.0,9.43512813822331,0.75,59.709,3.97390612014563,90538514.0,41.7550740909194,17.4937839508057
ETH,2011,23.0,41.2499638574537,,7942753673.3,8607523904.7,343.024942351887,380.0,9.6646421928884,1.100000024,60.595,3.68255139559386,93149970.0,41.4300565862634,17.863790512085
ETH,2012,29.0,44.3309427521463,,9944728371.1,10465118049.7,452.101031885754,400.0,9.47613796506918,2.900000095,61.443,3.42006071889612,95798767.0,38.5815204962798,18.2061367034912
ETH,2013,30.8,41.2395055340925,,11896356906.9,12585463066.0,484.039833104062,450.0,10.9445569914695,4.599999905,62.161,3.702189003056,98438751.0,39.6700979759192,18.615514755249
