reporter_code,flow,year,hs2_code,value_usd
ISR,X,2025,38,2095732000.0
ISR,X,2025,55,12624000.0
ISR,X,2025,58,2459000.0
ISR,X,2025,61,22015000.0
ISR,X,2025,79,5706000.0
ISR,X,2025,82,923821000.0
ISR,X,2025,24,171000.0
ISR,X,2025,44,6937000.0
ISR,X,2025,64,28851000.0
ISR,X,2025,67,16437000.0
ISR,X,2025,85,13528645000.0
ISR,X,2025,88,1613782000.0
ISR,X,2025,91,27957000.0
ISR,X,2025,97,60660000.0
ISR,X,2025,13,7346000.0
ISR,X,2025,30,1757052000.0
ISR,X,2025,53,249000.0
ISR,X,2025,56,288617000.0
ISR,X,2025,70,296510000.0
ISR,X,2025,73,685451000.0
ISR,X,2025,11,3435000.0
ISR,X,2025,12,245300000.0
ISR,X,2025,25,89236000.0
ISR,X,2025,26,4011000.0
ISR,X,2025,28,1291907000.0
ISR,X,2025,29,1005665000.0
ISR,X,2025,31,1689484000.0
ISR,X,2025,32,244200000.0
ISR,X,2025,37,1041000.0
ISR,X,2025,40,46980000.0
ISR,X,2025,43,120000.0
ISR,X,2025,46,9000.0
ISR,X,2025,48,123159000.0
ISR,X,2025,49,186211000.0
ISR,X,2025,51,3460000.0
ISR,X,2025,52,55722000.0
ISR,X,2025,54,128561000.0
ISR,X,2025,57,2596000.0
ISR,X,2025,60,234469000.0
ISR,X,2025,65,4365000.0
ISR,X,2025,68,73908000.0
ISR,X,2025,69,35148000.0
ISR,X,2025,71,4966847000.0
ISR,X,2025,75,13933000.0
ISR,X,2025,78,19605000.0
ISR,X,2025,81,171331000.0
ISR,X,2025,84,4951254000.0
ISR,X,2025,89,104136000.0
ISR,X,2025,90,7804347000.0
ISR,X,2025,92,3569000.0
ISR,X,2025,93,2418766000.0
ISR,X,2025,95,28499000.0
ISR,X,2025,96,34096000.0
ISR,X,2025,22,70189000.0
ISR,X,2025,39,2543782000.0
ISR,X,2025,42,22804000.0
ISR,X,2025,62,68157000.0
ISR,X,2025,83,123900000.0
ISR,X,2025,86,24599000.0
ISR,X,2025,15,52170000.0
ISR,X,2025,18,31522000.0
ISR,X,2025,35,20618000.0
ISR,X,2025,41,2444000.0
ISR,X,2025,21,442669000.0
ISR,X,2025,47,6852000.0
ISR,X,2025,94,585728000.0
ISR,X,2025,10,28021000.0
ISR,X,2025,33,605780000.0
ISR,X,2025,36,1403000.0
ISR,X,2025,50,179000.0
ISR,X,2025,76,370720000.0
ISR,X,2025,14,13000.0
ISR,X,2025,17,53734000.0
ISR,X,2025,20,335527000.0
ISR,X,2025,23,11394000.0
ISR,X,2025,34,154325000.0
ISR,X,2025,45,3000.0
ISR,X,2025,63,66979000.0
ISR,X,2025,66,26000.0
ISR,X,2025,72,108945000.0
ISR,X,2025,74,238718000.0
ISR,X,2025,87,127063000.0
ISR,X,2025,16,38808000.0
ISR,X,2025,19,166204000.0
ISR,X,2025,59,175543000.0
ISR,X,2025,80,953662000.0
ISR,X,2025,27,3929372000.0
ISR,X,2025,99,57685000.0
JOR,M,2024,01,352949445.969
JOR,M,2024,25,139625037.609
JOR,M,2024,87,2596768566.886
JOR,M,2024,89,9391374.634
JOR,M,2024,70,101869851.765
JOR,M,2024,73,288568299.782
JOR,M,2024,76,214577634.906
JOR,M,2024,94,172579256.44
JOR,M,2024,04,387627088.203
JOR,M,2024,35,39656763.571
JOR,M,2024,09,355169368.399
JOR,M,2024,17,311455837.967
JOR,M,2024,28,347845604.224
JOR,M,2024,29,512644789.997
JOR,M,2024,84,1895960630.298
JOR,M,2024,27,2930511150.969
JOR,M,2024,44,229067525.242
JOR,M,2024,10,950454524.12
JOR,M,2024,13,6729676.938
JOR,M,2024,30,827687414.7
JOR,M,2024,33,323390961.185
JOR,M,2024,36,4192002.678
JOR,M,2024,50,13242.014
JOR,M,2024,53,8209171.313
JOR,M,2024,56,53465713.065
JOR,M,2024,97,384502.745
JOR,M,2024,99,1729712958.966
JOR,M,2024,07,106405042.723
JOR,M,2024,21,312284053.359
JOR,M,2024,15,286387091.761
JOR,M,2024,18,104690464.742
JOR,M,2024,38,197372948.098
JOR,M,2024,41,232361.901
JOR,M,2024,55,53696662.121
JOR,M,2024,58,61673702.942
JOR,M,2024,61,324867316.701
JOR,M,2024,79,2397896.852
JOR,M,2024,82,42157224.479
JOR,M,2024,02,515701313.016
JOR,M,2024,16,88194751.158
JOR,M,2024,19,291151455.732
JOR,M,2024,22,233037017.216
JOR,M,2024,39,903438820.642
JOR,M,2024,42,34604712.023
JOR,M,2024,59,14403534.253
JOR,M,2024,62,88607088.65
JOR,M,2024,80,434036.379
JOR,M,2024,83,93474440.297
JOR,M,2024,86,15541525.855
JOR,M,2024,03,81819491.135
JOR,M,2024,05,1430443.63
JOR,M,2024,06,12006584.837
JOR,M,2024,08,345360605.612
JOR,M,2024,11,36083972.117
JOR,M,2024,12,212197639.49
JOR,M,2024,14,1779450.037
JOR,M,2024,20,213795637.499
JOR,M,2024,23,282387495.491
JOR,M,2024,26,1408391.939
JOR,M,2024,31,60878333.451
JOR,M,2024,32,123951434.29
JOR,M,2024,34,175751810.459
JOR,M,2024,37,5494863.138
JOR,M,2024,40,162054027.908
JOR,M,2024,43,21625.873
JOR,M,2024,45,108216.746
JOR,M,2024,46,811755.561
JOR,M,2024,48,384527621.058
JOR,M,2024,49,46367473.678
JOR,M,2024,51,8755425.227
JOR,M,2024,52,24814457.785
JOR,M,2024,54,230147798.38
JOR,M,2024,57,22574225.777
JOR,M,2024,60,736318464.847
JOR,M,2024,63,69289127.637
JOR,M,2024,65,2347829.218
JOR,M,2024,66,1390174.587
JOR,M,2024,68,80454486.04
JOR,M,2024,69,155631596.406
JOR,M,2024,71,1493878617.251
JOR,M,2024,72,617329689.444
JOR,M,2024,74,254271638.998
JOR,M,2024,75,1989208.797
JOR,M,2024,78,266710.943
JOR,M,2024,81,486373.224
JOR,M,2024,90,407656966.369
JOR,M,2024,92,606297.618
JOR,M,2024,95,45481219.99
JOR,M,2024,96,116634992.382
JOR,M,2024,24,135492322.748
JOR,M,2024,47,87335860.02
JOR,M,2024,64,90361230.602
JOR,M,2024,67,2792184.654
JOR,M,2024,85,1354467465.697
JOR,M,2024,88,165482390.011
JOR,M,2024,91,29169808.786
JOR,X,2024,28,1117493692.059
JOR,X,2024,04,83849649.664
JOR,X,2024,07,295917423.718
JOR,X,2024,21,180455633.219
JOR,X,2024,24,219437841.187
JOR,X,2024,27,37164509.269
JOR,X,2024,44,9469075.056
JOR,X,2024,47,16889020.654
JOR,X,2024,64,2780790.668
JOR,X,2024,67,1015.859
JOR,X,2024,88,103021997.621
JOR,X,2024,91,2943208.329
JOR,X,2024,02,75320715.746
JOR,X,2024,16,74201312.369
JOR,X,2024,19,91727547.119
JOR,X,2024,22,20767914.05
JOR,X,2024,39,334983050.192
JOR,X,2024,42,2189795.726
JOR,X,2024,59,1230810.729
JOR,X,2024,62,56618648.647
JOR,X,2024,80,127177.38
JOR,X,2024,83,3254212.244
JOR,X,2024,15,20636642.938
JOR,X,2024,18,85183697.759
JOR,X,2024,35,7898891.666
JOR,X,2024,38,197433780.591
JOR,X,2024,41,2812245.668
JOR,X,2024,55,2004527.67
JOR,X,2024,58,1756790.882
JOR,X,2024,61,2361505616.845
JOR,X,2024,79,947514.49
JOR,X,2024,82,2653442.203
JOR,X,2024,03,1775507.445
JOR,X,2024,05,391269.534
JOR,X,2024,06,1018286.053
JOR,X,2024,08,443335056.825
JOR,X,2024,09,132990651.531
JOR,X,2024,11,8239537.215
JOR,X,2024,14,46282.183
JOR,X,2024,17,58170228.628
JOR,X,2024,20,134810030.779
JOR,X,2024,23,87147549.978
JOR,X,2024,25,805563278.845
JOR,X,2024,26,1963663.459
JOR,X,2024,29,23171732.705
JOR,X,2024,32,102124913.905
JOR,X,2024,34,361895185.055
JOR,X,2024,37,37295.887
JOR,X,2024,40,7104321.204
JOR,X,2024,43,1586525.573
JOR,X,2024,45,24238.366
JOR,X,2024,46,497236.139
JOR,X,2024,49,8600995.228
JOR,X,2024,51,1076300.081
JOR,X,2024,52,1023255.701
JOR,X,2024,54,11224202.473
JOR,X,2024,57,51924543.506
JOR,X,2024,60,19874971.912
JOR,X,2024,63,12823561.398
JOR,X,2024,65,72288.493
JOR,X,2024,66,809.859
JOR,X,2024,68,16728733.893
JOR,X,2024,69,17805579.44
JOR,X,2024,72,111438546.764
JOR,X,2024,75,41782.634
JOR,X,2024,78,14289535.83
JOR,X,2024,81,3846.465
JOR,X,2024,92,134200.45
JOR,X,2024,95,1959321.318
JOR,X,2024,96,91877056.724
JOR,X,2024,99,32307832.199
JOR,X,2024,10,8059154.638
JOR,X,2024,13,98980.197
JOR,X,2024,30,896910885.281
JOR,X,2024,33,53417088.276
JOR,X,2024,36,592085.548
JOR,X,2024,53,957850.701
JOR,X,2024,56,2944723.921
JOR,X,2024,70,4656526.549
JOR,X,2024,76,214456275.3
JOR,X,2024,94,55311470.468
JOR,X,2024,97,375778.675
JOR,X,2024,01,265093748.853
JOR,X,2024,85,331236564.133
JOR,X,2024,86,1190972.799
JOR,X,2024,12,29475789.982
JOR,X,2024,48,173615563.916
JOR,X,2024,71,1019037101.549
JOR,X,2024,74,123296432.827
JOR,X,2024,84,359170107.458
JOR,X,2024,89,6182280.263
JOR,X,2024,90,77704929.189
JOR,X,2024,73,150975695.702
JOR,X,2024,31,1377236419.28
JOR,X,2024,87,152973434.823
KWT,M,2025,56,18394342.759
KWT,M,2025,70,133549227.709
KWT,M,2025,73,2003441401.239
KWT,M,2025,76,344393977.617
KWT,M,2025,97,16414903.573
KWT,M,2025,04,838650645.931
KWT,M,2025,27,262747439.547
KWT,M,2025,44,242661430.479
KWT,M,2025,10,640191323.355
KWT,M,2025,30,2585634726.637
KWT,M,2025,94,573474881.844
KWT,M,2025,96,193720463.884
KWT,M,2025,21,457556124.886
KWT,M,2025,85,3740984256.28
KWT,M,2025,88,767889948.086
KWT,M,2025,91,332164421.686
KWT,M,2025,13,9688133.82
KWT,M,2025,33,896639532.381
KWT,M,2025,36,15460332.796
KWT,M,2025,50,1147106.859
KWT,M,2025,53,3099632.505
KWT,M,2025,01,172663191.575
KWT,M,2025,07,328075622.74
KWT,M,2025,24,246383386.803
KWT,M,2025,47,10674575.294
KWT,M,2025,64,371027806.031
KWT,M,2025,67,9404179.16
KWT,M,2025,38,795277424.17
KWT,M,2025,61,1188998269.457
KWT,M,2025,79,7780144.259
KWT,M,2025,37,3244160.209
KWT,M,2025,52,14718267.054
KWT,M,2025,63,80932159.302
KWT,M,2025,69,187331945.808
KWT,M,2025,74,198415429.388
KWT,M,2025,84,3881791322.156
KWT,M,2025,87,6417782575.804
KWT,M,2025,90,909643794.921
KWT,M,2025,42,337539013.647
KWT,M,2025,62,526482965.338
KWT,M,2025,83,100684103.68
KWT,M,2025,18,258320392.189
KWT,M,2025,41,99985.092
KWT,M,2025,58,9246388.86
KWT,M,2025,82,117900118.307
KWT,M,2025,03,221535932.817
KWT,M,2025,05,796287.699
KWT,M,2025,06,51083502.425
KWT,M,2025,08,587692038.81
KWT,M,2025,09,289298794.456
KWT,M,2025,11,23704452.528
KWT,M,2025,14,1703855.235
KWT,M,2025,20,324359883.258
KWT,M,2025,43,1202536.286
KWT,M,2025,45,970757.41
KWT,M,2025,49,42021318.099
KWT,M,2025,51,7548329.485
KWT,M,2025,60,15053323.828
KWT,M,2025,65,21560953.985
KWT,M,2025,66,2044133.503
KWT,M,2025,75,14680440.59
KWT,M,2025,78,961822.127
KWT,M,2025,81,3319773.975
KWT,M,2025,89,43183968.694
KWT,M,2025,92,2058645.994
KWT,M,2025,93,6591079.428
KWT,M,2025,02,916856392.101
KWT,M,2025,16,215991492.167
KWT,M,2025,22,160761232.208
KWT,M,2025,80,883858.688
KWT,M,2025,86,8574079.021
KWT,M,2025,99,516542202.562
KWT,M,2025,15,266103418.06
KWT,M,2025,35,48489300.795
KWT,M,2025,55,56483111.872
KWT,M,2025,12,117706864.27
KWT,M,2025,17,148224877.579
KWT,M,2025,23,119858211.372
KWT,M,2025,25,495083779.148
KWT,M,2025,26,18537620.568
KWT,M,2025,28,124395673.757
KWT,M,2025,29,236208146.29
KWT,M,2025,31,20128733.946
KWT,M,2025,32,159866972.956
KWT,M,2025,34,394101191.999
KWT,M,2025,40,310866327.524
KWT,M,2025,46,5663340.606
KWT,M,2025,48,368168907.266
KWT,M,2025,54,61138570.242
KWT,M,2025,57,63034305.609
KWT,M,2025,68,188669193.388
KWT,M,2025,71,3284538289.653
KWT,M,2025,72,782539043.392
KWT,M,2025,95,186141542.969
KWT,M,2025,19,515133462.931
KWT,M,2025,39,839600200.81
KWT,M,2025,59,19188636.5
KWT,X,2025,15,11959526.571
KWT,X,2025,18,3493411.891
KWT,X,2025,35,1139885.392
KWT,X,2025,38,123144040.071
KWT,X,2025,41,232811.465
KWT,X,2025,55,1084591.445
KWT,X,2025,58,62994.508
KWT,X,2025,61,46589450.463
KWT,X,2025,79,815391.565
KWT,X,2025,82,9446823.594
KWT,X,2025,01,5714723.666
KWT,X,2025,04,148008761.31
KWT,X,2025,07,4144575.932
KWT,X,2025,21,40850264.463
KWT,X,2025,24,1216891.006
KWT,X,2025,27,61215205507.1
KWT,X,2025,44,5912014.66
KWT,X,2025,47,9246161.973
KWT,X,2025,64,24952873.089
KWT,X,2025,67,367225.417
KWT,X,2025,88,1776450.995
KWT,X,2025,85,329406373.786
KWT,X,2025,91,21245503.058
KWT,X,2025,03,449539.85
KWT,X,2025,05,136512.029
KWT,X,2025,06,260549.8
KWT,X,2025,08,11075263.926
KWT,X,2025,09,21932951.1
KWT,X,2025,11,42184569.452
KWT,X,2025,14,37706.647
KWT,X,2025,17,5675741.206
KWT,X,2025,20,60708782.207
KWT,X,2025,23,1019055.099
KWT,X,2025,25,2766044.921
KWT,X,2025,26,2433002.166
KWT,X,2025,29,2269426054.497
KWT,X,2025,31,837161.966
KWT,X,2025,32,17601091.641
KWT,X,2025,34,28037270.966
KWT,X,2025,37,11103.818
KWT,X,2025,43,335127.78
KWT,X,2025,45,416016.304
KWT,X,2025,46,193156.836
KWT,X,2025,48,66546678.963
KWT,X,2025,49,2791437.196
KWT,X,2025,51,65389.513
KWT,X,2025,52,40561.728
KWT,X,2025,54,1405306.776
KWT,X,2025,57,1174743.484
KWT,X,2025,60,48761.521
KWT,X,2025,65,1317497.535
KWT,X,2025,66,1054151.387
KWT,X,2025,68,17807026.189
KWT,X,2025,69,4444565.006
KWT,X,2025,72,55868923.891
KWT,X,2025,74,85503004.154
KWT,X,2025,75,1206061.275
KWT,X,2025,78,6885483.088
KWT,X,2025,81,325922.999
KWT,X,2025,89,5520986.025
KWT,X,2025,92,19603.802
KWT,X,2025,93,281758.974
KWT,X,2025,95,10319417.931
KWT,X,2025,96,17867482.122
KWT,X,2025,10,890429.62
KWT,X,2025,13,362960.741
KWT,X,2025,30,55241948.096
KWT,X,2025,33,178725840.699
KWT,X,2025,36,350166.715
KWT,X,2025,50,23884.792
KWT,X,2025,53,15698.051
KWT,X,2025,56,460927.545
KWT,X,2025,70,89042371.429
KWT,X,2025,73,142430693.242
KWT,X,2025,76,61411314.866
KWT,X,2025,97,1453226.456
KWT,X,2025,99,75569136.365
KWT,X,2025,02,14836355.163
KWT,X,2025,16,37000013.124
KWT,X,2025,19,47120133.348
KWT,X,2025,39,737746644.245
KWT,X,2025,42,24260318.531
KWT,X,2025,59,81426.911
KWT,X,2025,62,46824125.072
KWT,X,2025,80,1032671.389
KWT,X,2025,83,4899312.524
KWT,X,2025,86,12847300.15
KWT,X,2025,12,1437172.743
KWT,X,2025,28,77213375.899
KWT,X,2025,40,13137807.092
KWT,X,2025,63,10178370.402
KWT,X,2025,84,660759518.018
KWT,X,2025,87,1917262880.48
KWT,X,2025,90,46796321.477
KWT,X,2025,94,36965912.036
KWT,X,2025,71,675491377.215
KWT,X,2025,22,23569917.519
LBN,M,2024,95,66722361.0
LBN,M,2024,02,174878577.0
LBN,M,2024,04,269341735.0
LBN,M,2024,06,12712793.0
LBN,M,2024,08,162033259.0
LBN,M,2024,09,139954598.0
LBN,M,2024,11,32839379.0
LBN,M,2024,33,177507940.0
LBN,M,2024,36,7194010.0
LBN,M,2024,46,2420814.0
LBN,M,2024,51,985406.0
LBN,M,2024,66,3211768.0
LBN,M,2024,80,147620.0
LBN,M,2024,16,94450416.0
LBN,M,2024,17,165301056.0
LBN,M,2024,18,79516094.0
LBN,M,2024,19,234586988.0
LBN,M,2024,20,70755139.0
LBN,M,2024,32,71228189.0
LBN,M,2024,50,2455512.0
LBN,M,2024,47,16844095.0
LBN,M,2024,07,135892974.0
LBN,M,2024,22,95964433.0
LBN,M,2024,57,15833390.0
LBN,M,2024,27,4455688957.0
LBN,M,2024,64,89833268.0
LBN,M,2024,67,3694075.0
LBN,M,2024,69,112508527.0
LBN,M,2024,72,391506554.0
LBN,M,2024,79,623344.0
LBN,M,2024,99,5129313.0
LBN,M,2024,88,27947012.0
LBN,M,2024,92,1524532.0
LBN,M,2024,03,63524122.0
LBN,M,2024,12,160069085.0
LBN,M,2024,34,94635635.0
LBN,M,2024,35,29357835.0
LBN,M,2024,37,4010943.0
LBN,M,2024,38,123581400.0
LBN,M,2024,39,464082577.0
LBN,M,2024,40,98395692.0
LBN,M,2024,61,143827592.0
LBN,M,2024,78,10358261.0
LBN,M,2024,84,691941646.0
LBN,M,2024,90,204252413.0
LBN,M,2024,94,109816665.0
LBN,M,2024,42,38175960.0
LBN,M,2024,48,211110790.0
LBN,M,2024,54,26588803.0
LBN,M,2024,58,9849781.0
LBN,M,2024,13,1051464.0
LBN,M,2024,14,277719.0
LBN,M,2024,15,207687958.0
LBN,M,2024,21,215000282.0
LBN,M,2024,23,126775177.0
LBN,M,2024,24,135591027.0
LBN,M,2024,25,143529676.0
LBN,M,2024,26,13248.0
LBN,M,2024,85,702867835.0
LBN,M,2024,86,2493178.0
LBN,M,2024,87,811385585.0
LBN,M,2024,89,8652288.0
LBN,M,2024,29,80810452.0
LBN,M,2024,30,736677656.0
LBN,M,2024,43,287335.0
LBN,M,2024,44,148762058.0
LBN,M,2024,45,1383271.0
LBN,M,2024,49,27718960.0
LBN,M,2024,52,13253580.0
LBN,M,2024,53,969103.0
LBN,M,2024,91,41657557.0
LBN,M,2024,93,16119480.0
LBN,M,2024,96,67416854.0
LBN,M,2024,97,5542421.0
LBN,M,2024,05,2045103.0
LBN,M,2024,31,46502786.0
LBN,M,2024,41,1235711.0
LBN,M,2024,55,38970834.0
LBN,M,2024,56,24206376.0
LBN,M,2024,59,7282729.0
LBN,M,2024,60,58546446.0
LBN,M,2024,62,150015398.0
LBN,M,2024,10,360727269.0
LBN,M,2024,28,25759438.0
LBN,M,2024,01,331109178.0
LBN,M,2024,63,40852997.0
LBN,M,2024,65,3822797.0
LBN,M,2024,68,49638316.0
LBN,M,2024,70,96377152.0
LBN,M,2024,71,2570774277.0
LBN,M,2024,73,130193484.0
LBN,M,2024,74,70175462.0
LBN,M,2024,75,189513.0
LBN,M,2024,76,108989110.0
LBN,M,2024,81,268445.0
LBN,M,2024,82,33854733.0
LBN,M,2024,83,55193711.0
LBN,X,2024,88,2942792.0
LBN,X,2024,92,91838.0
LBN,X,2024,95,2711083.0
LBN,X,2024,34,24422476.0
LBN,X,2024,35,873984.0
LBN,X,2024,37,241992.0
LBN,X,2024,38,16526164.0
LBN,X,2024,39,90542219.0
LBN,X,2024,40,5347363.0
LBN,X,2024,43,116274.0
LBN,X,2024,44,14184857.0
LBN,X,2024,45,202732.0
LBN,X,2024,63,5309641.0
LBN,X,2024,64,4624443.0
LBN,X,2024,65,71306.0
LBN,X,2024,68,12041521.0
LBN,X,2024,69,3712528.0
LBN,X,2024,70,11961601.0
LBN,X,2024,71,648706776.0
LBN,X,2024,73,64558862.0
LBN,X,2024,31,63845400.0
LBN,X,2024,41,3076609.0
LBN,X,2024,61,6395150.0
LBN,X,2024,78,48008146.0
LBN,X,2024,79,1815835.0
LBN,X,2024,81,780.0
LBN,X,2024,82,3800089.0
LBN,X,2024,83,8987549.0
LBN,X,2024,54,2699077.0
LBN,X,2024,58,243578.0
LBN,X,2024,01,211115.0
LBN,X,2024,03,797009.0
LBN,X,2024,08,87149274.0
LBN,X,2024,12,10630462.0
LBN,X,2024,13,52804.0
LBN,X,2024,85,378227177.0
LBN,X,2024,05,2876407.0
LBN,X,2024,07,27045202.0
LBN,X,2024,42,4698078.0
LBN,X,2024,46,216713.0
LBN,X,2024,51,18864.0
LBN,X,2024,87,854070054.0
LBN,X,2024,89,969550.0
LBN,X,2024,91,9463691.0
LBN,X,2024,93,1679693.0
LBN,X,2024,96,21474146.0
LBN,X,2024,97,1910985.0
LBN,X,2024,49,36704125.0
LBN,X,2024,52,149312.0
LBN,X,2024,53,9052.0
LBN,X,2024,55,1597150.0
LBN,X,2024,56,4374629.0
LBN,X,2024,57,1500190.0
LBN,X,2024,59,1166604.0
LBN,X,2024,60,3810578.0
LBN,X,2024,62,17646013.0
LBN,X,2024,84,166925208.0
LBN,X,2024,90,17759665.0
LBN,X,2024,94,56449815.0
LBN,X,2024,24,31507885.0
LBN,X,2024,25,2363580.0
LBN,X,2024,29,4439852.0
LBN,X,2024,30,48000849.0
LBN,X,2024,99,25350085.0
LBN,X,2024,33,89289263.0
LBN,X,2024,36,345150.0
LBN,X,2024,67,352664.0
LBN,X,2024,72,120309041.0
LBN,X,2024,47,3821482.0
LBN,X,2024,74,102620255.0
LBN,X,2024,76,75169776.0
LBN,X,2024,66,30070.0
LBN,X,2024,02,9338846.0
LBN,X,2024,04,3690264.0
LBN,X,2024,06,3919521.0
LBN,X,2024,09,53199543.0
LBN,X,2024,11,11332256.0
LBN,X,2024,14,83381.0
LBN,X,2024,15,90189354.0
LBN,X,2024,16,17747583.0
LBN,X,2024,22,72673131.0
LBN,X,2024,10,18645371.0
LBN,X,2024,27,291960796.0
LBN,X,2024,28,48768441.0
LBN,X,2024,48,43714855.0
LBN,X,2024,86,540659.0
LBN,X,2024,50,86099.0
LBN,X,2024,17,12454830.0
LBN,X,2024,18,38306491.0
LBN,X,2024,19,50176174.0
LBN,X,2024,20,115607405.0
LBN,X,2024,21,91291429.0
LBN,X,2024,23,7762342.0
LBN,X,2024,26,5932.0
LBN,X,2024,32,46860267.0
MAR,M,2025,02,88541564.565
MAR,M,2025,22,262654520.777
MAR,M,2025,42,303738608.554
MAR,M,2025,80,5094759.23
MAR,M,2025,86,72618571.037
MAR,M,2025,24,319793045.086
MAR,M,2025,67,10111156.038
MAR,M,2025,13,24125781.416
MAR,M,2025,33,650584387.202
MAR,M,2025,36,12472260.328
MAR,M,2025,50,16487198.355
MAR,M,2025,03,506201047.485
MAR,M,2025,06,121114614.769
MAR,M,2025,09,835328332.996
MAR,M,2025,14,1481819.976
MAR,M,2025,20,196183868.114
MAR,M,2025,23,864658493.136
MAR,M,2025,37,30018798.477
MAR,M,2025,43,866496.553
MAR,M,2025,45,839140.856
MAR,M,2025,46,1539173.426
MAR,M,2025,49,191353438.799
MAR,M,2025,51,286676062.624
MAR,M,2025,52,1028473979.825
MAR,M,2025,57,79853645.57
MAR,M,2025,65,22129098.072
MAR,M,2025,66,7934471.482
MAR,M,2025,75,94773560.414
MAR,M,2025,78,2594962.881
MAR,M,2025,89,62024423.225
MAR,M,2025,95,151533778.371
MAR,M,2025,96,2225241780.344
MAR,M,2025,18,220601203.352
MAR,M,2025,16,89322553.739
MAR,M,2025,19,342389207.863
MAR,M,2025,39,4934892439.487
MAR,M,2025,59,561390340.337
MAR,M,2025,83,550337333.516
MAR,M,2025,04,519689986.308
MAR,M,2025,07,334420283.747
MAR,M,2025,21,319736518.689
MAR,M,2025,27,11638172972.966
MAR,M,2025,44,994566101.097
MAR,M,2025,47,46273854.943
MAR,M,2025,64,425038724.543
MAR,M,2025,85,13028777213.94
MAR,M,2025,88,4046937027.892
MAR,M,2025,91,52131565.572
MAR,M,2025,10,2927023883.55
MAR,M,2025,53,209315011.659
MAR,M,2025,56,289025880.171
MAR,M,2025,70,601940434.509
MAR,M,2025,73,2358929836.262
MAR,M,2025,76,1863251103.171
MAR,M,2025,05,147021671.188
MAR,M,2025,08,839043511.132
MAR,M,2025,11,32191762.509
MAR,M,2025,25,3398608479.261
MAR,M,2025,26,9676233.379
MAR,M,2025,28,2660766085.32
MAR,M,2025,32,484653443.593
MAR,M,2025,34,350367040.013
MAR,M,2025,40,1519620479.143
MAR,M,2025,48,1400662779.59
MAR,M,2025,54,786208521.114
MAR,M,2025,60,1257151172.331
MAR,M,2025,63,347712892.703
MAR,M,2025,68,361430510.744
MAR,M,2025,69,414535089.539
MAR,M,2025,71,309091017.913
MAR,M,2025,74,2370927917.532
MAR,M,2025,81,194480117.819
MAR,M,2025,84,10583194266.47
MAR,M,2025,92,7482162.439
MAR,M,2025,93,5984971.445
MAR,M,2025,15,1222769427.453
MAR,M,2025,35,192485175.173
MAR,M,2025,38,1005456979.71
MAR,M,2025,41,164594510.457
MAR,M,2025,55,1941327177.211
MAR,M,2025,58,381522231.103
MAR,M,2025,82,245327805.846
MAR,M,2025,62,352302972.508
MAR,M,2025,01,764511703.979
MAR,M,2025,30,1337221401.448
MAR,M,2025,94,1244818539.52
MAR,M,2025,97,2097947.297
MAR,M,2025,12,407506467.94
MAR,M,2025,17,1373143000.933
MAR,M,2025,29,779295734.299
MAR,M,2025,31,495863208.941
MAR,M,2025,72,2662388404.601
MAR,M,2025,87,13040069783.549
MAR,M,2025,90,1577025916.319
MAR,M,2025,61,453532221.266
MAR,M,2025,79,59689266.63
MAR,X,2025,48,249033498.135
MAR,X,2025,39,810310449.034
MAR,X,2025,42,166676272.434
MAR,X,2025,56,29730031.784
MAR,X,2025,70,162691807.594
MAR,X,2025,73,501385220.155
MAR,X,2025,94,1731519468.992
MAR,X,2025,17,1039251457.875
MAR,X,2025,25,1496135389.037
MAR,X,2025,28,3831822346.275
MAR,X,2025,34,15604165.744
MAR,X,2025,54,28863827.236
MAR,X,2025,63,388547638.524
MAR,X,2025,72,96633058.059
MAR,X,2025,84,972892279.19
MAR,X,2025,90,119135905.891
MAR,X,2025,96,59721012.735
MAR,X,2025,38,29987401.562
MAR,X,2025,59,50939004.279
MAR,X,2025,62,6059439560.157
MAR,X,2025,27,647701048.947
MAR,X,2025,85,17889548981.463
MAR,X,2025,10,114889.317
MAR,X,2025,13,114283732.701
MAR,X,2025,30,227352524.584
MAR,X,2025,33,179099059.92
MAR,X,2025,36,1660664.579
MAR,X,2025,50,137014.751
MAR,X,2025,53,5677493.396
MAR,X,2025,76,384547104.75
MAR,X,2025,97,8968120.349
MAR,X,2025,03,1892369339.138
MAR,X,2025,05,218258094.385
MAR,X,2025,06,41913911.692
MAR,X,2025,08,2417895313.932
MAR,X,2025,09,96634581.047
MAR,X,2025,11,10871183.306
MAR,X,2025,12,116836651.865
MAR,X,2025,14,384044.415
MAR,X,2025,20,303942648.077
MAR,X,2025,23,189335472.111
MAR,X,2025,26,626977809.097
MAR,X,2025,29,42270539.341
MAR,X,2025,31,15393246899.869
MAR,X,2025,32,36398443.976
MAR,X,2025,37,148053.006
MAR,X,2025,40,572581597.757
MAR,X,2025,43,851.333
MAR,X,2025,45,10995541.954
MAR,X,2025,46,11311710.945
MAR,X,2025,49,87174545.385
MAR,X,2025,51,7456473.902
MAR,X,2025,52,33592806.744
MAR,X,2025,57,41785068.993
MAR,X,2025,60,33959529.924
MAR,X,2025,65,26890895.478
MAR,X,2025,66,107659.552
MAR,X,2025,68,100978316.946
MAR,X,2025,69,165518549.313
MAR,X,2025,71,734919496.934
MAR,X,2025,74,387992966.889
MAR,X,2025,75,40338643.005
MAR,X,2025,81,272982679.565
