reporter_code,flow,year,hs2_code,value_usd
EGY,M,2025,62,208661465.647
EGY,M,2025,83,294841740.115
EGY,M,2025,86,229072308.593
EGY,M,2025,99,236484713.385
EGY,M,2025,08,569494464.233
EGY,M,2025,11,48734790.403
EGY,M,2025,14,4069762.801
EGY,M,2025,17,607965463.318
EGY,M,2025,23,298160675.893
EGY,M,2025,31,369042144.677
EGY,M,2025,46,508133.332
EGY,M,2025,51,16086760.449
EGY,M,2025,63,90542750.176
EGY,M,2025,66,1245761.373
EGY,M,2025,74,2042266517.559
EGY,M,2025,95,93067808.809
EGY,M,2025,13,34730890.512
EGY,M,2025,33,351809175.634
EGY,M,2025,56,151097421.822
EGY,M,2025,04,695950114.13
EGY,M,2025,07,607309598.847
EGY,M,2025,27,21656121195.66
EGY,M,2025,64,147280069.548
EGY,M,2025,67,3845248.933
EGY,M,2025,15,2311690623.521
EGY,M,2025,18,354299298.827
EGY,M,2025,61,112893031.674
EGY,M,2025,79,113775627.234
EGY,M,2025,02,1370332498.429
EGY,M,2025,16,180732125.954
EGY,M,2025,19,194899879.95
EGY,M,2025,80,7737102.097
EGY,M,2025,94,303796871.189
EGY,X,2025,99,100.0
EGY,X,2025,09,107839082.595
EGY,X,2025,11,392571163.655
EGY,X,2025,14,3061440.289
EGY,X,2025,31,2247237656.514
EGY,X,2025,32,344918112.103
EGY,X,2025,34,388177632.587
EGY,X,2025,48,403219569.019
EGY,X,2025,54,290065373.659
EGY,X,2025,66,592508.33
EGY,X,2025,69,278251799.416
EGY,X,2025,87,274225859.759
EGY,X,2025,92,409540.643
EGY,X,2025,95,7087090.855
EGY,X,2025,18,295851040.456
EGY,X,2025,35,86656369.31
EGY,X,2025,04,266563734.381
EGY,X,2025,24,121406590.049
EGY,X,2025,47,961490.61
EGY,X,2025,67,17985.0
EGY,X,2025,10,88916568.028
EGY,X,2025,50,1250.0
EGY,X,2025,76,958206133.118
EGY,X,2025,02,5118495.056
EGY,X,2025,16,10825943.828
EGY,X,2025,19,513122256.821
EGY,X,2025,07,2191898847.844
EGY,X,2025,08,3001907443.883
EGY,X,2025,68,402146806.871
EGY,X,2025,20,1072562397.887
EGY,X,2025,03,111021820.495
EGY,X,2025,05,64871531.061
EGY,X,2025,06,18284052.709
EGY,X,2025,12,646481727.738
EGY,X,2025,17,504067804.348
EGY,X,2025,23,203915738.667
EGY,X,2025,25,1571308210.876
EGY,X,2025,26,35113276.518
EGY,X,2025,28,729704794.331
EGY,X,2025,29,219458338.616
EGY,X,2025,37,61645.543
EGY,X,2025,40,172687557.179
EGY,X,2025,43,43991.0
EGY,X,2025,45,409.0
EGY,X,2025,46,2501631.493
EGY,X,2025,49,34721599.785
EGY,X,2025,51,36786096.598
EGY,X,2025,52,446979437.706
EGY,X,2025,57,398023122.356
EGY,X,2025,60,77433802.516
EGY,X,2025,63,295900384.752
EGY,X,2025,65,1046441.355
EGY,X,2025,71,7626773336.189
EGY,X,2025,72,1819201623.167
EGY,X,2025,74,957035474.78
EGY,X,2025,75,1304960.167
EGY,X,2025,81,49740.906
EGY,X,2025,84,584727440.356
EGY,X,2025,89,208636651.045
EGY,X,2025,90,173795159.845
EGY,X,2025,93,299402430.276
EGY,X,2025,96,206698102.77
EGY,X,2025,15,598010385.881
EGY,X,2025,38,323264950.994
EGY,X,2025,41,50868382.674
EGY,X,2025,55,137160126.616
EGY,X,2025,58,25227417.104
EGY,X,2025,61,1157382355.109
EGY,X,2025,79,2250032.51
EGY,X,2025,82,59192250.949
EGY,X,2025,01,33901036.1
