reporter_code,flow,year,partner_comtrade_code,partner_code,value_usd
IND,M,2025,762,,107623778.672
IND,M,2025,764,,16522432922.285
IND,M,2025,768,,892526070.637
IND,M,2025,772,,48090.402
IND,M,2025,780,,98386152.725
IND,M,2025,784,ARE,55792813865.652
IND,M,2025,788,TUN,188546114.62
IND,M,2025,792,TUR,1980758115.563
IND,M,2025,795,,462859070.832
IND,M,2025,796,,190496.877
IND,M,2025,798,,3305.202
IND,M,2025,800,,172264463.435
IND,M,2025,804,,981606686.686
IND,M,2025,807,,10921117.584
IND,M,2025,818,EGY,1409297121.079
IND,M,2025,826,,6580421415.949
IND,M,2025,834,,1478337272.283
IND,M,2025,842,,47206027855.089
IND,M,2025,854,,375757815.97
IND,M,2025,858,,261586794.595
IND,M,2025,860,,208693020.304
IND,M,2025,862,,906475014.122
IND,M,2025,882,,119955.795
IND,M,2025,887,YEM,114021281.658
IND,M,2025,894,,2024415842.505
IND,M,2025,899,,787584.736
IND,X,2025,4,AFG,266931940.28
IND,X,2025,8,,92758690.59
IND,X,2025,10,,301015.716
IND,X,2025,12,DZA,1090402481.55
IND,X,2025,16,,1152471.371
IND,X,2025,20,,484920.955
IND,X,2025,24,,672435344.923
IND,X,2025,28,,4148235.041
IND,X,2025,31,,76531541.301
IND,X,2025,32,,1092530398.966
IND,X,2025,36,,7749854513.402
IND,X,2025,40,,1384102031.55
IND,X,2025,44,,12216447.883
IND,X,2025,48,BHR,798962831.372
IND,X,2025,50,BGD,11251040507.938
IND,X,2025,51,,317669741.126
IND,X,2025,52,,25803208.202
IND,X,2025,56,,6573226312.563
IND,X,2025,60,,6201283.484
IND,X,2025,64,BTN,1234807349.178
IND,X,2025,68,,58077516.336
IND,X,2025,70,,23801995.301
IND,X,2025,72,,167823542.122
IND,X,2025,76,,6929252037.426
IND,X,2025,84,,14377015.129
IND,X,2025,86,,201094.303
IND,X,2025,90,,3821439.145
IND,X,2025,92,,1465871.329
IND,X,2025,96,,56630577.69
IND,X,2025,100,,302689407.545
IND,X,2025,104,,739317256.664
IND,X,2025,108,,28540728.842
IND,X,2025,112,,64002146.337
IND,X,2025,116,,265500804.35
IND,X,2025,120,,640575043.813
IND,X,2025,124,,4483066089.325
IND,X,2025,132,,4181022.92
