variable,test_year,country_code,train_through_year,n_train_country_years,forecast,actual,abs_error,naive_forecast,naive_abs_error
gdp_growth,2018,PAK,2017,226,3.9597268351552417,6.15170261099519,2.191975775839948,4.43262590683975,1.71907670415544
gdp_growth,2018,PSE,2017,226,6.421564989789319,1.22707737782703,5.194487611962289,1.41936756294787,0.19229018512083984
gdp_growth,2018,QAT,2017,226,7.912714822179282,1.23487220191065,6.677842620268632,-1.49760470227838,2.73247690418903
gdp_growth,2018,SAU,2017,226,6.049583019167236,3.2269508901591,2.8226321290081358,1.18210705878283,2.0448438313762702
gdp_growth,2018,SDN,2017,226,-1.571412113618179,-2.6809305497999,1.109518436181721,0.70925628476644,3.39018683456634
gdp_growth,2018,SOM,2017,226,6.930454205571812,2.05431507261069,4.876139132961122,14.7357956045195,12.68148053190881
gdp_growth,2018,SYR,2017,226,-13.42582376674605,1.39323324059961,14.81905700734566,-0.723346297115341,2.116579537714951
gdp_growth,2018,TUN,2017,226,1.5570325405309844,2.60696965356362,1.0499371130326356,2.25261437620587,0.3543552773577501
gdp_growth,2018,TUR,2017,226,6.108061848245926,3.46815306092219,2.639908787323736,7.82585730002594,4.35770423910375
gdp_growth,2018,YEM,2017,226,-6.867656180444259,0.752447592962554,7.620103773406813,-5.07179568062152,5.824243273584074
gdp_growth,2019,AFG,2018,258,4.972355060782546,3.91160341625552,1.0607516445270262,1.18922812944517,2.72237528681035
gdp_growth,2019,ARE,2018,258,5.174263289043114,1.27129120536284,3.9029720836802735,1.53720634021511,0.2659151348522699
gdp_growth,2019,BGD,2018,258,6.265268064165806,7.88191515117722,1.6166470870114145,7.31941263014136,0.5625025210358601
gdp_growth,2019,BHR,2018,258,4.178062654508502,2.05287774418655,2.1251849103219524,2.05258864979861,0.00028909438793967013
gdp_growth,2019,BTN,2018,258,6.168322718638689,5.75514851246506,0.413174206173629,3.50187185732737,2.25327665513769
gdp_growth,2019,DJI,2018,258,6.820940377477479,5.54508081154978,1.275859565927699,4.77433934943193,0.7707414621178499
gdp_growth,2019,DZA,2018,258,3.348678900408868,0.899999999219148,2.44867890118972,1.40000000088281,0.500000001663662
gdp_growth,2019,EGY,2018,258,2.779630435804005,5.55209307084222,2.7724626350382153,5.33110861887155,0.2209844519706703
gdp_growth,2019,ETH,2018,258,10.759953329362247,8.36408573111346,2.3958675982487865,6.81614778557282,1.5479379455406406
gdp_growth,2019,IND,2018,258,6.930200571382889,3.87143694070524,3.0587636306776487,6.45385134495295,2.58241440424771
gdp_growth,2019,IRN,2018,258,3.1193543487105155,-2.36143538770575,5.480789736416265,-3.74796015711334,1.3865247694075902
gdp_growth,2019,IRQ,2018,258,7.355146423251073,5.5137905789381,1.8413558443129725,2.63385099105624,2.8799395878818603
gdp_growth,2019,ISR,2018,258,3.8611748457299053,3.57898762923605,0.28218721649385525,4.05349952888294,0.47451189964688956
gdp_growth,2019,JOR,2018,258,2.8027520585702073,1.85633006592765,0.9464219926425572,1.85383415616927,0.0024959097583800993
gdp_growth,2019,KWT,2018,258,2.1200870482271092,2.26381706595791,0.14373001773080096,2.74333045031415,0.4795133843562396
gdp_growth,2019,LBN,2018,258,2.8114912981882174,-6.91492472851026,9.726416026698477,-1.88470575631651,5.03021897219375
gdp_growth,2019,LBY,2018,258,2.844839415478792,-11.1960828853386,14.040922300817392,7.9413678529104,19.137450738249
gdp_growth,2019,LKA,2018,258,7.072402316824307,-0.220483886824823,7.29288620364913,2.31008425504933,2.530568141874153
gdp_growth,2019,MAR,2018,258,3.7295706884567363,2.89097476137077,0.8385959270859664,3.06564133025955,0.1746665688887803
gdp_growth,2019,MDV,2018,258,5.740972665223035,6.92305989050099,1.1820872252779546,8.5689555834747,1.6458956929737107
gdp_growth,2019,NPL,2018,258,3.7988390889109143,6.65705543110468,2.8582163421937654,7.62237610397933,0.9653206728746504
gdp_growth,2019,OMN,2018,258,4.595001356535159,-1.12863801728058,5.723639373815739,1.28710391543288,2.41574193271346
gdp_growth,2019,PAK,2018,258,3.695886177473767,2.49763692943365,1.198249248040117,6.15170261099519,3.6540656815615398
gdp_growth,2019,PSE,2018,258,5.671899571902679,1.36268746558062,4.309212106322059,1.22707737782703,0.13561008775358996
gdp_growth,2019,QAT,2018,258,5.832868393551613,0.688240954592672,5.144627438958941,1.23487220191065,0.546631247317978
gdp_growth,2019,SAU,2018,258,4.868762713313984,1.65158925617395,3.217173457140034,3.2269508901591,1.5753616339851502
gdp_growth,2019,SDN,2018,258,-0.5451609214771429,-2.17825104530091,1.6330901238237672,-2.6809305497999,0.5026795044989898
gdp_growth,2019,SOM,2018,258,10.739741310086526,2.80033312513012,7.939408184956406,2.05431507261069,0.74601805251943
gdp_growth,2019,SYR,2018,258,-11.923048383410576,1.22072818348491,13.143776566895486,1.39323324059961,0.1725050571147
gdp_growth,2019,TUN,2018,258,1.5892963382966308,1.55009304966742,0.03920328862921085,2.60696965356362,1.0568766038962
gdp_growth,2019,TUR,2018,258,7.254037921618535,1.30162365464503,5.952414266973505,3.46815306092219,2.16652940627716
gdp_growth,2020,AFG,2019,289,3.945125038407043,-2.35110067203466,6.296225710441703,3.91160341625552,6.26270408829018
gdp_growth,2020,ARE,2019,289,4.778517461154011,-8.69343363776639,13.4719510989204,1.27129120536284,9.964724843129229
gdp_growth,2020,BGD,2019,289,6.286192648206155,3.44801755122445,2.838175096981705,7.88191515117722,4.43389759995277
gdp_growth,2020,BHR,2019,289,3.912451537227211,-5.9113629524152,9.82381448964241,2.05287774418655,7.964240696601749
gdp_growth,2020,BTN,2019,289,5.379176865050622,-10.2183974208569,15.597574285907523,5.75514851246506,15.973545933321962
gdp_growth,2020,DJI,2019,289,6.297964530351371,1.2021151728969,5.095849357454471,5.54508081154978,4.342965638652879
gdp_growth,2020,DZA,2019,289,3.2025242724844825,-4.99999999908597,8.202524271570454,0.899999999219148,5.899999998305118
gdp_growth,2020,EGY,2019,289,3.050625323694924,3.55016483883115,0.4995395151362261,5.55209307084222,2.0019282320110703
gdp_growth,2020,ETH,2019,289,9.957500121754926,6.05953089248577,3.8979692292691555,8.36408573111346,2.3045548386276904
gdp_growth,2020,IND,2019,289,7.381238984167911,-5.77772470687303,13.158963691040942,3.87143694070524,9.649161647578271
gdp_growth,2020,IRN,2019,289,1.982674262113208,4.44180865358672,2.459134391473512,-2.36143538770575,6.803244041292469
gdp_growth,2020,IRQ,2019,289,6.195276123007172,-12.0367930960454,18.232069219052573,5.5137905789381,17.5505836749835
gdp_growth,2020,ISR,2019,289,3.976858314039592,-1.80206927953466,5.778927593574252,3.57898762923605,5.38105690877071
gdp_growth,2020,JOR,2019,289,2.6840576995931484,-1.15257534158022,3.8366330411733687,1.85633006592765,3.00890540750787
gdp_growth,2020,KWT,2019,289,2.299963002799559,-4.81731593381585,7.117278936615409,2.26381706595791,7.081132999773761
gdp_growth,2020,LBN,2019,289,3.216453607737382,-21.3998996914321,24.616353299169482,-6.91492472851026,14.48497496292184
gdp_growth,2020,LBY,2019,289,7.27854562993725,-29.4552967282824,36.73384235821965,-11.1960828853386,18.2592138429438
gdp_growth,2020,LKA,2019,289,6.979091569719965,-4.62451503712715,11.603606606847116,-0.220483886824823,4.404031150302327
gdp_growth,2020,MAR,2019,289,3.681735367983763,-7.17820744246774,10.859942810451503,2.89097476137077,10.06918220383851
gdp_growth,2020,MDV,2019,289,6.419276273706281,-32.9088287752921,39.32810504899838,6.92305989050099,39.83188866579309
gdp_growth,2020,NPL,2019,289,4.466287700173362,-2.3696206292072,6.835908329380562,6.65705543110468,9.02667606031188
gdp_growth,2020,OMN,2019,289,4.6651087935051,-3.37972052697999,8.04482932048509,-1.12863801728058,2.25108250969941
gdp_growth,2020,PAK,2019,289,4.731507584832018,-1.27408744338709,6.005595028219108,2.49763692943365,3.77172437282074
gdp_growth,2020,PSE,2019,289,5.089973751398124,-11.3184661065134,16.408439857911524,1.36268746558062,12.68115357209402
gdp_growth,2020,QAT,2019,289,5.350872733915152,-3.5576039896784,8.908476723593552,0.688240954592672,4.245844944271072
gdp_growth,2020,SAU,2019,289,4.976440129926346,-3.80478901996312,8.781229149889466,1.65158925617395,5.45637827613707
gdp_growth,2020,SDN,2019,289,-0.9183083594851443,-3.62980082410752,2.7114924646223755,-2.17825104530091,1.4515497788066098
gdp_growth,2020,SOM,2019,289,9.513569244494267,-2.76455696202532,12.278126206519588,2.80033312513012,5.56489008715544
gdp_growth,2020,SYR,2019,289,-10.25264342861288,0.954914586675713,11.207558015288592,1.22072818348491,0.2658135968091969
gdp_growth,2020,TUN,2019,289,1.9241272639398708,-8.97512622934723,10.899253493287102,1.55009304966742,10.52521927901465
gdp_growth,2020,TUR,2019,289,7.209785839718055,1.80306247087255,5.406723368845505,1.30162365464503,0.5014388162275201
gdp_growth,2021,AFG,2020,320,4.805230728386043,-20.7388393676343,25.54407009602034,-2.35110067203466,18.387738695599637
gdp_growth,2021,ARE,2020,320,5.729941946748525,4.55280140106356,1.1771405456849653,-8.69343363776639,13.24623503882995
gdp_growth,2021,BGD,2020,320,7.174854479820991,6.93867912442445,0.2361753553965409,3.44801755122445,3.4906615731999997
gdp_growth,2021,BHR,2020,320,4.798632087269057,4.35004091668986,0.4485911705791974,-5.9113629524152,10.26140386910506
gdp_growth,2021,BTN,2020,320,7.7385573324886145,4.42136738945015,3.317189943038464,-10.2183974208569,14.639764810307051
gdp_growth,2021,DJI,2020,320,6.474145271989591,4.40715667561153,2.066988596378061,1.2021151728969,3.20504150271463
gdp_growth,2021,DZA,2020,320,3.7154342456648397,3.79999999900707,0.08456575334223038,-4.99999999908597,8.79999999809304
gdp_growth,2021,EGY,2020,320,3.704602539601202,3.29064601193245,0.413956527668752,3.55016483883115,0.2595188268987001
gdp_growth,2021,ETH,2020,320,10.045230193438195,5.64153069324176,4.403699500196435,6.05953089248577,0.4180001992440099
gdp_growth,2021,IND,2020,320,8.265330120163664,9.68959249191741,1.4242623717537448,-5.77772470687303,15.46731719879044
gdp_growth,2021,IRN,2020,320,0.32444471834965816,4.13089685034471,3.806452131995052,4.44180865358672,0.31091180324200973
gdp_growth,2021,IRQ,2020,320,8.658962662317208,1.5021807095434,7.156781952773808,-12.0367930960454,13.5389738055888
gdp_growth,2021,ISR,2020,320,4.696880644567216,9.33534690236249,4.638466257795274,-1.80206927953466,11.13741618189715
gdp_growth,2021,JOR,2020,320,3.0012675051472604,3.75201276755828,0.7507452624110198,-1.15257534158022,4.9045881091385
gdp_growth,2021,KWT,2020,320,3.352506672542619,1.67213054307859,1.680376129464029,-4.81731593381585,6.48944647689444
gdp_growth,2021,LBN,2020,320,3.806581258843793,-7.00123862514116,10.807819883984953,-21.3998996914321,14.398661066290941
gdp_growth,2021,LBY,2020,320,7.215504058120684,28.2996823429147,21.084178284794014,-29.4552967282824,57.7549790711971
gdp_growth,2021,LKA,2020,320,6.548805741751059,4.2074764950026,2.341329246748459,-4.62451503712715,8.831991532129749
gdp_growth,2021,MAR,2020,320,5.0373043789874385,8.15473889823681,3.117434519249371,-7.17820744246774,15.332946340704549
gdp_growth,2021,MDV,2020,320,12.31572451112388,37.507870124321,25.19214561319712,-32.9088287752921,70.4166988996131
gdp_growth,2021,NPL,2020,320,6.109613169230136,4.838149614115,1.2714635551151359,-2.3696206292072,7.2077702433222
gdp_growth,2021,OMN,2020,320,4.14449059662465,2.5821749892893,1.5623156073353504,-3.37972052697999,5.961895516269291
gdp_growth,2021,PAK,2020,320,4.966870565950284,6.51388575852702,1.547015192576736,-1.27408744338709,7.7879732019141095
gdp_growth,2021,PSE,2020,320,6.387125734243234,7.01198227592003,0.6248565416767953,-11.3184661065134,18.33044838243343
gdp_growth,2021,QAT,2020,320,5.224026399487978,1.62684671918775,3.5971796803002283,-3.5576039896784,5.18445070886615
gdp_growth,2021,SAU,2020,320,5.280120432653066,6.51959698325419,1.2394765506011236,-3.80478901996312,10.32438600321731
gdp_growth,2021,SDN,2020,320,-0.9163571038031902,-1.8685204827207,0.9521633789175098,-3.62980082410752,1.7612803413868199
gdp_growth,2021,SOM,2020,320,9.343922787977515,3.44719850031242,5.896724287665095,-2.76455696202532,6.21175546233774
gdp_growth,2021,SYR,2020,320,-8.58490578545674,1.7896919997567,10.37459778521344,0.954914586675713,0.834777413080987
gdp_growth,2021,TUN,2020,320,3.4022906533197115,4.73603648206102,1.3337458287413084,-8.97512622934723,13.71116271140825
gdp_growth,2021,TUR,2020,320,6.252660919149346,11.811094450607,5.558433531457654,1.80306247087255,10.008031979734449
gdp_growth,2022,AFG,2021,351,7.888043898054002,-6.24017199240269,14.128215890456692,-20.7388393676343,14.498667375231609
gdp_growth,2022,ARE,2021,351,2.291925504050626,7.51452414254605,5.222598638495424,4.55280140106356,2.9617227414824905
gdp_growth,2022,BGD,2021,351,6.2721641511024835,7.09982877575158,0.8276646246490964,6.93867912442445,0.16114965132713
gdp_growth,2022,BHR,2021,351,2.1713398682458953,6.18016125475185,4.0088213865059545,4.35004091668986,1.83012033806199
gdp_growth,2022,BTN,2021,351,3.835357793867896,5.21386783786224,1.3785100439943436,4.42136738945015,0.7925004484120892
gdp_growth,2022,DJI,2021,351,5.428956226179144,5.16653702854374,0.26241919763540444,4.40715667561153,0.7593803529322098
gdp_growth,2022,DZA,2021,351,1.4954844933295404,3.60000000094915,2.1045155076196096,3.79999999900707,0.1999999980579199
gdp_growth,2022,EGY,2021,351,3.748144381868087,6.58784560870467,2.8397012268365835,3.29064601193245,3.2971995967722205
gdp_growth,2022,ETH,2021,351,9.882146555328337,5.32175988485454,4.560386670473797,5.64153069324176,0.3197708083872204
gdp_growth,2022,IND,2021,351,4.438886927201413,7.6093649776932,3.1704780504917878,9.68959249191741,2.080227514224209
gdp_growth,2022,IRN,2021,351,0.6553129117482592,4.35281087521344,3.697497963465181,4.13089685034471,0.22191402486873013
gdp_growth,2022,IRQ,2021,351,4.7777275209598296,7.95904804990212,3.1813205289422903,1.5021807095434,6.45686734035872
gdp_growth,2022,ISR,2021,351,2.1692901147145727,6.36407234798706,4.194782233272488,9.33534690236249,2.97127455437543
gdp_growth,2022,JOR,2021,351,1.805503875727734,2.7468615450031,0.941357669275366,3.75201276755828,1.0051512225551802
gdp_growth,2022,KWT,2021,351,1.5896276730984913,6.75866711966617,5.1690394465676786,1.67213054307859,5.08653657658758
gdp_growth,2022,LBN,2021,351,-0.5040523216025488,-0.621678970663112,0.1176266490605632,-7.00123862514116,6.379559654478048
gdp_growth,2022,LBY,2021,351,-6.094421234144108,-8.29981811198795,2.2053968778438415,28.2996823429147,36.59950045490265
gdp_growth,2022,LKA,2021,351,4.170043778793399,-7.34919311146656,11.51923689025996,4.2074764950026,11.55666960646916
gdp_growth,2022,MAR,2021,351,1.3461958069261017,1.81269242194809,0.46649661502198825,8.15473889823681,6.342046476288719
gdp_growth,2022,MDV,2021,351,-3.9517054663820277,13.8260895184139,17.77779498479593,37.507870124321,23.6817806059071
gdp_growth,2022,NPL,2021,351,4.201862726030348,5.6313145568451,1.4294518308147524,4.838149614115,0.7931649427301002
gdp_growth,2022,OMN,2021,351,2.5330116501895854,7.98570728354278,5.452695633353194,2.5821749892893,5.4035322942534805
gdp_growth,2022,PAK,2021,351,3.0828670632328805,4.7781068690358,1.6952398058029194,6.51388575852702,1.73577888949122
gdp_growth,2022,PSE,2021,351,1.783616559983201,4.08276027347105,2.2991437134878487,7.01198227592003,2.92922200244898
gdp_growth,2022,QAT,2021,351,3.716137962478157,4.18500970982862,0.4688717473504629,1.62684671918775,2.55816299064087
gdp_growth,2022,SAU,2021,351,2.743019697222981,12.0005874752929,9.25756777806992,6.51959698325419,5.48099049203871
gdp_growth,2022,SDN,2021,351,-1.4095137635744106,-0.957816591119183,0.45169717245522756,-1.8685204827207,0.910703891601517
gdp_growth,2022,SOM,2021,351,7.395617228024608,2.71821202053759,4.677405207487018,3.44719850031242,0.72898647977483
gdp_growth,2022,SYR,2021,351,-8.111963410899419,-0.20247264200475,7.909490768894669,1.7896919997567,1.99216464176145
gdp_growth,2022,TUN,2021,351,0.013109319162741384,2.75228761004381,2.7391782908810685,4.73603648206102,1.9837488720172098
gdp_growth,2022,TUR,2021,351,4.072262214920785,5.44122511322401,1.3689628983032245,11.811094450607,6.3698693373829895
gdp_growth,2023,AFG,2022,382,2.308225831481165,2.26694373649188,0.041282094989285145,-6.24017199240269,8.50711572889457
gdp_growth,2023,ARE,2022,382,2.0781739577638563,4.30113648499413,2.2229625272302735,7.51452414254605,3.2133876575519205
gdp_growth,2023,BGD,2022,382,6.323936512916845,5.77511237007889,0.5488241428379546,7.09982877575158,1.3247164056726897
gdp_growth,2023,BHR,2022,382,2.121513653477667,3.87811614845566,1.7566024949779933,6.18016125475185,2.3020451062961897
gdp_growth,2023,BTN,2022,382,3.7551347400886197,4.63215702969933,0.8770222896107107,5.21386783786224,0.5817108081629092
gdp_growth,2023,DJI,2022,382,5.174201182287722,6.80733529403308,1.633134111745358,5.16653702854374,1.64079826548934
gdp_growth,2023,DZA,2022,382,1.780799081751611,4.10000000005964,2.319200918308029,3.60000000094915,0.49999999911048976
gdp_growth,2023,EGY,2022,382,3.1668742512706514,3.76028052279247,0.5934062715218187,6.58784560870467,2.8275650859122003
gdp_growth,2023,ETH,2022,382,9.444753287808497,6.59424599054353,2.8505072972649677,5.32175988485454,1.2724861056889898
