country_code,year,control_of_corruption,currency_depreciation_pct,current_account_pct_gdp,debt_to_gdp,exports_pct_gdp,fdi_net_inflows_pct_gdp,gdp_current_usd,gdp_growth,gdp_per_capita_usd,gini_index,government_effectiveness,imports_pct_gdp,inflation,official_exchange_rate_lcu_usd,political_stability,regulatory_quality,reserves_months_imports,rule_of_law,total_reserves_usd,unemployment_rate,youth_unemployment_rate
BHR,2011,0.1964302,0.0,10.855340365152,34.5689325404164,95.6363487649272,2.61026038592024,29914680851.0638,1.92815791170796,25032.7867743333,,0.4333329,71.8932922709265,-0.40004069748808,0.376,-1.1775267,0.9001858,2.34120217230767,-0.0253953,4774194828.72022,1.21,5.283
BHR,2012,0.1663109,0.0,8.06539982681225,35.6065986264045,98.265636232926,4.83265436536461,31963404255.3191,3.80302899043062,26438.6733230428,,0.3354941,80.5583845887584,2.75739669962979,0.376,-1.0354447,0.8032498,2.27248354641055,-0.1376475,5454261306.90609,1.2,5.425
BHR,2013,0.197016,0.0,7.12443578913414,42.2700248553772,100.826651632348,11.0211306090707,33823324468.0851,5.29262224906203,26989.7601148469,,0.3589139,83.7628572125021,3.30001156888442,0.376,-1.2920542,0.819964,2.09918116055192,-0.123284899999999,5527718440.19013,1.184,5.439
BHR,2014,-0.0204446,0.0,4.38061668747353,43.5275770260668,92.2255357196123,4.36728984042946,34772526595.7447,4.30885692657077,26451.7965647453,,0.4256973,76.3503224222473,2.64755321246189,0.376,-1.0441426,0.6266024,2.46566079822188,-0.1310885,6229406002.51976,1.144,5.398
BHR,2015,0.0385922,0.0,-2.31252912932776,60.7584088656577,79.3441035722346,0.199529633421541,32523297872.3404,2.50787205267615,23734.0551143019,,0.44791,68.5719566006692,1.84862742374977,0.376,-0.9584379,0.7369814,1.61971116005605,0.0118928,3546207932.19981,1.164,5.427
BHR,2016,-0.0877355,0.0,-4.40558716045663,70.5694533398636,70.5882906981125,0.718174283238518,33884680851.0638,3.81499327422425,23800.001440631,,0.4226535,62.2347072046616,2.78679347602044,0.376,-0.909807199999999,0.5338814,1.24639583150588,-0.0230253,2611989314.00794,1.19,5.527
BHR,2017,-0.143222,0.0,-4.30051876437292,77.5251429515026,72.2538621389219,3.83300891199591,37204813829.7872,4.95383534123657,24784.7693514607,,0.4227562,64.1753776714721,1.38671830576406,0.376,-1.0066263,0.4961675,1.21101415937673,-0.0275196999999999,2823123079.34137,1.18,5.593
BHR,2018,-0.140961,0.0,-6.15289066217848,84.3014580347853,75.7153726820796,4.18079308703845,39567978723.4043,2.05258864979861,26324.4066549559,,0.4181683,68.3599998924555,2.08766938046978,0.376,-0.8677102,0.4964201,0.888034266326336,-0.0572436999999999,2334278370.00967,1.188,5.633
BHR,2019,-0.0835445,0.0,-1.96409784324041,91.3598106259863,73.0944239873751,2.32837980010521,40446808510.6383,2.05287774418655,27259.7438599327,,0.4361988,62.3231194108364,1.00582004702137,0.376,-0.603362,0.5202512,1.5458484900259,0.0073826,3902650742.43906,1.217,5.657
BHR,2020,-0.0925165999999999,0.0,-9.05383693445987,111.598089477141,70.4544358235096,2.84973228101032,35837632978.7234,-5.9113629524152,24342.8444554718,,0.4205912,65.0065491894219,-2.31770629331379,0.376,-0.5964745,0.5553824,1.0547970704672,-0.110376599999999,2523073657.45375,1.765,6.389
BHR,2021,0.210097,0.0,6.37213530677418,,86.2742186726683,4.3566259787756,40840212765.9574,4.35004091668986,27147.8083882286,,0.7183116,67.5250978124398,-0.60631938514085,0.376,-0.5041164,0.7964885,1.81003303508865,0.0190676,4993195962.86458,1.548,6.043
BHR,2022,0.144834,0.0,14.7198235888136,,95.9613654006004,4.20018456310523,46458191489.3617,6.18016125475185,30470.5219276023,,0.7297568,71.1798757519344,3.62574104304482,0.376,-0.482549599999999,0.8697953,1.4626760101007,0.0328686,4774898054.78219,1.265,5.33
BHR,2023,0.2380412,0.0,5.84398348945118,,87.351143952571,15.6428756083644,46192260638.2979,3.87811614845566,29290.1284215098,,0.7325207,70.0967107297264,0.0746206782192256,0.376,-0.5007436,0.9096095,1.53805743002251,0.1259217,5117552034.50774,1.049,5.381
BHR,2024,0.2540662,0.0,4.83346638041053,,87.4874315086406,5.72467195311559,47210732712.766,2.89710543153512,29717.1424605273,,0.6002525,69.9934379215464,0.919635459817651,0.376,-0.2758672,0.9502434,1.41650733987614,0.1679373,4948702759.13155,1.084,5.469
BHR,2025,,0.0,,,,,48965725531.9149,3.48137573668635,30596.5794898885,,,,-0.137708855447902,0.376,,,,,5269794300.5237,1.102,5.416
BTN,2010,0.7720446,,-18.9069431459851,50.9195301727763,39.3870452376357,4.40487201345335,1708880730.20989,11.9318738376229,2435.5798056672,,0.4330688,65.623621455957,7.03638316073019,45.7258121212121,0.7505364,-0.867229399999999,11.746972451322,0.1661014,1002139101.89679,3.32,8.784
